Cno ,  Csize , CEdge , CDensity , Cluster Info
C1253,3,2,0.75,"[ZNF710, DYNLL1, CCDC36]"
C1254,3,2,0.75,"[FAM153A, DYNLL1, NTRK2]"
C1255,3,2,0.75,"[PKIG, DYNLL1, PKIA]"
C1256,3,2,0.75,"[TRAF3IP3, DYNLL1, ASF1B]"
C1257,3,2,0.75,"[SNCG, DYNLL1, WDR60]"
C1258,3,2,0.75,"[GCOM1, DYNLL1, NFKBIA]"
C1259,3,2,0.75,"[KNSTRN, DYNLL1, SECISBP2L]"
C1260,3,2,0.75,"[TRPS1, DYNLL1, NDEL1]"
C1261,3,2,0.75,"[ZMYM3, DYNLL1, ZMYM2]"
C1262,3,2,0.75,"[GOLGB1, DYNLL1, CEP152]"
C1263,3,2,0.75,"[STRN3, DYNLL1, SPAG5]"
C1264,3,2,0.75,"[FBXO30, DYNLL1, BCL2L1]"
C1265,3,2,0.75,"[LRFN4, DYNLL1, ZNF609]"
C1266,3,2,0.75,"[UHRF1BP1L, DYNLL1, AKAP9]"
C1267,3,2,0.75,"[DNAL4, DYNLL1, RHEX]"
C1268,3,2,0.75,"[MTCL1, DYNLL1, WDR34]"
C1269,3,2,0.75,"[SOGA1, DYNLL1, CDK5RAP2]"
C1270,3,2,0.75,"[KANK1, DYNLL1, TCTEX1D2]"
C1271,3,2,0.75,"[HMBOX1, DYNLL1, DYNC1LI1]"
C1272,3,2,0.75,"[GLCCI1, DYNLL1, CTTNBP2NL]"
C1273,3,2,0.75,"[XIAP, DYNLL1, ADNP]"
C1274,3,2,0.75,"[FBXO38, DYNLL1, EML3]"
C1275,3,2,0.75,"[DYRK1A, DYNLL1, HMMR]"
C1276,3,2,0.75,"[STRN, DYNLL1, FAM83D]"
C1277,3,2,0.75,"[NRF1, DYNLL1, STK24]"
C1278,3,2,0.75,"[NEK7, DYNLL1, TLK1]"
C1279,3,2,0.75,"[MTPAP, DYNLL1, CLINT1]"
C1280,3,2,0.75,"[DYNLRB1, DYNLL1, ZMYM4]"
C1281,3,2,0.75,"[AMOTL2, DYNLL1, STRN4]"
C1282,3,2,0.75,"[PRKACB, DYNLL1, CIZ1]"
C1283,3,2,0.75,"[NEK6, DYNLL1, AMBRA1]"
C1284,3,2,0.75,"[MOB4, DYNLL1, DYNC1LI2]"
C1285,3,2,0.75,"[MORC3, DYNLL1, BCAS1]"
C1286,3,2,0.75,"[BMF, DYNLL1, TLK2]"
C1287,3,2,0.75,"[OFD1, DYNLL1, AMOT]"
C1288,3,2,0.75,"[MYO5A, DYNLL1, DYNLL2]"
C1289,3,2,0.75,"[FAM117B, DYNLL1, DYNC1I2]"
C1290,3,2,0.75,"[TP53BP1, DYNLL1, DYNC1I1]"
C1291,3,2,0.75,"[DLGAP1, DYNLL1, BCL2L11]"
C1292,3,2,0.75,"[LRRC59, FN1, RAC1]"
C1293,3,2,0.75,"[MRPS28, FN1, VAPA]"
C1294,3,2,0.75,"[DDX18, FN1, BAG6]"
C1295,3,2,0.75,"[NAPA, FN1, PDLIM5]"
C1296,3,2,0.75,"[BROX, FN1, G6PD]"
C1297,3,2,0.75,"[SET, FN1, CPSF7]"
C1298,3,2,0.75,"[POLR1C, FN1, PRPF19]"
C1299,3,2,0.75,"[SH3GLB1, FN1, KRT5]"
C1300,3,2,0.75,"[SSB, FN1, ECPAS]"
C1301,3,2,0.75,"[RPL31, FN1, CAND1]"
C1302,3,2,0.75,"[DLD, FN1, PDHB]"
C1303,3,2,0.75,"[RAB10, FN1, ACOT13]"
C1304,3,2,0.75,"[SYMPK, FN1, RPL35]"
C1305,3,2,0.75,"[EIF4H, FN1, RTCB]"
C1306,3,2,0.75,"[GSTO1, FN1, ALDH1B1]"
C1307,3,2,0.75,"[MPP1, FN1, MSN]"
C1308,3,2,0.75,"[EIF3F, FN1, DNAJB1]"
C1309,3,2,0.75,"[RTRAF, FN1, RCC2]"
C1310,3,2,0.75,"[ARL2, FN1, UBE2M]"
C1311,3,2,0.75,"[PSMD13, FN1, APOBEC3C]"
C1312,3,2,0.75,"[TTN, FN1, KRT10]"
C1313,3,2,0.75,"[MCM2, FN1, PGK1]"
C1314,3,2,0.75,"[CLIC5, FN1, YWHAB]"
C1315,3,2,0.75,"[HIF1A, FN1, YWHAG]"
C1316,3,2,0.75,"[LCP1, FN1, RCC1]"
C1317,3,2,0.75,"[SEPT9, FN1, RPN1]"
C1318,3,2,0.75,"[NDUFA9, FN1, COL5A1]"
C1319,3,2,0.75,"[HIST1H2AA, FN1, RPS7]"
C1320,3,2,0.75,"[HNRNPDL, FN1, COX2]"
C1321,3,2,0.75,"[RPL4, FN1, UBE2N]"
C1322,3,2,0.75,"[GAR1, FN1, FUS]"
C1323,3,2,0.75,"[STXBP3, FN1, RPS25]"
C1324,3,2,0.75,"[PSMG2, FN1, DIAPH1]"
C1325,3,2,0.75,"[CACYBP, FN1, ZW10]"
C1326,3,2,0.75,"[CNOT1, FN1, CTR9]"
C1327,3,2,0.75,"[RPL13A, FN1, AKR1C1]"
C1328,3,2,0.75,"[IGF2R, FN1, HIST1H1B]"
C1329,3,2,0.75,"[EIF5B, FN1, SND1]"
C1330,3,2,0.75,"[MRPS34, FN1, RPA1]"
C1331,3,2,0.75,"[SAR1A, FN1, EFTUD2]"
C1332,3,2,0.75,"[EIF4A1, FN1, RAB35]"
C1333,3,2,0.75,"[RPL5, FN1, SYNCRIP]"
C1334,3,2,0.75,"[EIF2S3, FN1, DIMT1]"
C1335,3,2,0.75,"[EMG1, FN1, SF3B1]"
C1336,3,2,0.75,"[TRAP1, FN1, PSMB2]"
C1337,3,2,0.75,"[ALYREF, FN1, RPS26]"
C1338,3,2,0.75,"[PDCD5, FN1, PELP1]"
C1339,3,2,0.75,"[TARS, FN1, MRPL13]"
C1340,3,2,0.75,"[SRSF3, FN1, RPL23A]"
C1341,3,2,0.75,"[MRPS23, FN1, UBE2L3]"
C1342,3,2,0.75,"[DDX47, FN1, KPNB1]"
C1343,3,2,0.75,"[PDCD10, FN1, FARSB]"
C1344,3,2,0.75,"[CNN2, FN1, MCM3]"
C1345,3,2,0.75,"[SMCHD1, FN1, XPO1]"
C1346,3,2,0.75,"[CLNS1A, FN1, EEF1B2]"
C1347,3,2,0.75,"[PAICS, FN1, PSMG1]"
C1348,3,2,0.75,"[FERMT3, FN1, ANP32B]"
C1349,3,2,0.75,"[EPN1, FN1, PCNA]"
C1350,3,2,0.75,"[MYL4, FN1, POLR2C]"
C1351,3,2,0.75,"[SUPT5H, FN1, IDI1]"
C1352,3,2,0.75,"[SF3B6, FN1, SNRPB]"
C1353,3,2,0.75,"[U2AF1, FN1, NECAP2]"
C1354,3,2,0.75,"[GTPBP4, FN1, SRI]"
C1355,3,2,0.75,"[TFAM, FN1, ELAVL1]"
C1356,3,2,0.75,"[PRPS2, FN1, SMAP2]"
C1357,3,2,0.75,"[TUBB4B, FN1, CKAP5]"
C1358,3,2,0.75,"[ANXA2, FN1, ILF3]"
C1359,3,2,0.75,"[PSMC6, FN1, PRMT5]"
C1360,3,2,0.75,"[SRSF1, FN1, HSPA5]"
C1361,3,2,0.75,"[DDX6, FN1, RAB5C]"
C1362,3,2,0.75,"[RPS16, FN1, ATP6V1B2]"
C1363,3,2,0.75,"[PSMA5, FN1, TK1]"
C1364,3,2,0.75,"[SPTBN1, FN1, PUF60]"
C1365,3,2,0.75,"[CPSF6, FN1, MCM6]"
C1366,3,2,0.75,"[MACF1, FN1, SEPT2]"
C1367,3,2,0.75,"[H2AFV, FN1, PPP1CA]"
C1368,3,2,0.75,"[KRT31, FN1, TTC9C]"
C1369,3,2,0.75,"[AHNAK, FN1, NUP155]"
C1370,3,2,0.75,"[HADHA, FN1, COMT]"
C1371,3,2,0.75,"[EIF5, FN1, SNRPA]"
C1372,3,2,0.75,"[GMPS, FN1, HMGA1]"
C1373,3,2,0.75,"[RPS23, FN1, SLC25A1]"
C1374,3,2,0.75,"[PSMB5, FN1, NUP205]"
C1375,3,2,0.75,"[PFKP, FN1, NAT10]"
C1376,3,2,0.75,"[PGAM5, FN1, MAPRE1]"
C1377,3,2,0.75,"[NAPG, FN1, SEC61B]"
C1378,3,2,0.75,"[SNRNP70, FN1, ATP5F1C]"
C1379,3,2,0.75,"[CLIC2, FN1, SF3A3]"
C1380,3,2,0.75,"[PDAP1, FN1, PSMA2]"
C1381,3,2,0.75,"[HNRNPH2, FN1, BZW2]"
C1382,3,2,0.75,"[KIDINS220, FN1, USP39]"
C1383,3,2,0.75,"[RPA2, FN1, RPL12]"
C1384,3,2,0.75,"[SEC23B, FN1, STON2]"
C1385,3,2,0.75,"[SEC24C, FN1, NUP210]"
C1386,3,2,0.75,"[ARPC3, FN1, RAP1B]"
C1387,3,2,0.75,"[IQGAP1, FN1, ABCF1]"
C1388,3,2,0.75,"[RPS24, FN1, AFDN]"
C1389,3,2,0.75,"[NDUFA2, FN1, TPR]"
C1390,3,2,0.75,"[DHX15, FN1, VPS28]"
C1391,3,2,0.75,"[SCRIB, FN1, MDH2]"
C1392,3,2,0.75,"[SNRPD3, FN1, NOP58]"
C1393,3,2,0.75,"[GLUD1, FN1, NDUFA5]"
C1394,3,2,0.75,"[QKI, FN1, PRDX3]"
C1395,3,2,0.75,"[FDFT1, FN1, DDX1]"
C1396,3,2,0.75,"[SUB1, FN1, ANXA1]"
C1397,3,2,0.75,"[IPO4, FN1, RAP2B]"
C1398,3,2,0.75,"[MAP4, FN1, CSNK2B]"
C1399,3,2,0.75,"[YTHDF2, FN1, EIF3B]"
C1400,3,2,0.75,"[IMPDH2, FN1, MDN1]"
C1401,3,2,0.75,"[TTLL12, FN1, GALE]"
C1402,3,2,0.75,"[PRSS2, FN1, CELF2]"
C1403,3,2,0.75,"[KRT2, FN1, FLNA]"
C1404,3,2,0.75,"[GSTK1, FN1, SNU13]"
C1405,3,2,0.75,"[LASP1, FN1, RPL6]"
C1406,3,2,0.75,"[AARS, FN1, PRDX6]"
C1407,3,2,0.75,"[PAFAH1B2, FN1, RSU1]"
C1408,3,2,0.75,"[SGCA, FN1, RUVBL2]"
C1409,3,2,0.75,"[PA2G4, FN1, NACA]"
C1410,3,2,0.75,"[LRBA, FN1, EPB41]"
C1411,3,2,0.75,"[SRSF9, FN1, GNAI3]"
C1412,3,2,0.75,"[MRTO4, FN1, NDUFV2]"
C1413,3,2,0.75,"[NDUFS3, FN1, SMAD4]"
C1414,3,2,0.75,"[GSTP1, FN1, PRPF40A]"
C1415,3,2,0.75,"[GAPDH, FN1, AMBP]"
C1416,3,2,0.75,"[ITGB7, FN1, COL8A2]"
C1417,3,2,0.75,"[CXCL12, FN1, ITGB6]"
C1418,3,2,0.75,"[LACRT, FN1, REG3A]"
C1419,3,2,0.75,"[CCN3, FN1, F13A1]"
C1420,3,2,0.75,"[TIMD4, FN1, MIA]"
C1421,3,2,0.75,"[CRP, FN1, PKD1]"
C1422,3,2,0.75,"[SDC2, FN1, FYN]"
C1423,3,2,0.75,"[DCN, FN1, CCN2]"
C1424,3,2,0.75,"[MMP2, FN1, GRB2]"
C1425,3,2,0.75,"[FKBP9, FN1, MEPE]"
C1426,3,2,0.75,"[ERP44, FN1, ZKSCAN4]"
C1427,3,2,0.75,"[C1QB, FN1, TEAD4]"
C1428,3,2,0.75,"[CER1, FN1, MMP9]"
C1429,3,2,0.75,"[SCGB1A1, FN1, TGFBI]"
C1430,3,2,0.75,"[COL7A1, FN1, LGALS3BP]"
C1431,3,2,0.75,"[KPNA2, FN1, FASLG]"
C1432,3,2,0.75,"[ZYX, FN1, ITGA4]"
C1433,3,2,0.75,"[GDI2, FN1, TNC]"
C1434,3,2,0.75,"[VHL, FN1, HSPG2]"
C1435,3,2,0.75,"[ITGAV, FN1, COL1A1]"
C1436,3,2,0.75,"[ITGA5, FN1, LPA]"
C1437,3,2,0.75,"[FNDC5, PTS, LCK]"
C1438,3,2,0.75,"[SYP, PTS, ARHGEF1]"
C1439,3,2,0.75,"[RPH3A, GCH1, OSBPL9]"
C1440,3,2,0.75,"[USP7, GCH1, GCHFR]"
C1441,2,1,0.5,"[TXNRD3, HIST1H2AH]"
C1442,2,1,0.5,"[FAAH, MME]"
C1443,2,1,0.5,"[ACER1, UBA52]"
C1444,2,1,0.5,"[TYR, GPR143]"
C1445,2,1,0.5,"[GPX3, TP53I3]"
C1446,2,1,0.5,"[CA5B, DBT]"
C1447,2,1,0.5,"[PIGL, MEIS2]"
C1448,2,1,0.5,"[AKR7L, AKR7A3]"
C1449,2,1,0.5,"[KLRB1, CLEC2D]"
C1450,2,1,0.5,"[CA12, TMEM30B]"
C1451,2,1,0.5,"[PIGH, P2RX4]"
